Date		 Min V 	Max V 	OC Sample Time 	CC Sample Time 	OC Min Time Limit  CC Min Time Limit 	OC Sample Time Max	CC Sample Time Max	OC FracV	CC FracV	Alpha 	Episilon 	Time Reference 	Time Interval  Min Time Interval Epsilon Max Count 	RLoad CalibADCV Reference  CalibADC Zero  CalibADC Max  Device ID Acquisition Rate

2021-03-01 19:46:02 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-01 19:47:30 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-01 19:49:42 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-01 19:51:40 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-01 19:57:53 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-02 08:58:53 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-02 09:09:07 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-02 09:11:23 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-02 09:12:56 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-02 11:19:50 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-02 11:23:01 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-02 11:23:15 10.0		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-02 16:32:02 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-02 18:01:10 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-02 18:16:27 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-02 23:27:16 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-02 23:34:49 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-02 23:38:43 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-02 23:40:58 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-03 00:38:46 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-03 00:49:41 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-03 00:50:36 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-03 10:23:01 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-03 10:26:21 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-03 10:40:00 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-03 10:44:11 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-03 10:53:32 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-03 11:10:37 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-03 11:19:25 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-04 17:21:57 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-04 17:51:21 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-04 22:23:15 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-05 00:08:43 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-05 12:38:38 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-05 12:45:57 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-05 12:49:54 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-05 13:41:27 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
